Word,Pinyin,Tag,WF,HD,PF,CF,NC,NS,NWF,AoL,NM,REG,AoA,CON,FAM,IMG
贵,gui4,a,34,29,228,232,3,9,23,2,3,-1,3.85,4.59,6.75,5.55
跪,gui4,v,58,29,228,49,5,13,3,3,1,-1,4.4,6.49,6.47,6.6
滚,gun3,v,39,18,121,93,5,13,19,2,3,1,4.06,5.03,5.97,6.63
棍,gun4,n,13,6,51,29,4,12,9,5,2,-1,3.85,6.58,6.61,6.7
锅,guo1,n,43,20,90,42,3,12,16,5,2,-1,3.86,6.72,6.26,6.74
国,guo2,n,1819,18,3663,4177,2,8,82,1,2,-1,3.19,4.62,6.83,6.3
果,guo3,n,21,16,982,993,1,8,43,1,3,0,3.05,6.26,6.65,5.81
裹,guo3,v,13,16,982,28,3,14,9,7,1,1,4.84,5.78,6.29,5.71
孩,hai2,n,18,2,697,541,4,9,12,2,1,1,3.03,5.97,6.68,6.56
海,hai3,n,139,6,604,904,3,10,84,2,4,-1,3.23,6.92,6.87,6.64
骇,hai4,v,1,10,438,27,5,9,4,13,1,1,5.77,2.93,4.28,3.09
害,hai4,v,43,10,438,344,3,10,50,2,4,0,3.8,4.3,5.84,5.3
酣,han1,a,1,12,17,7,2,12,4,13,1,-1,6,3.15,4.63,4.19
憨,han1,a,3,12,17,6,4,15,7,15,1,-1,5.87,4.73,5.91,5.48
含,han2,v,69,26,333,128,4,7,13,7,3,0,3.78,4.31,6.45,4.84
函,han2,n,6,26,333,19,3,8,8,14,2,0,5.53,4.27,5.06,3.82
寒,han2,a,15,26,333,171,4,12,38,3,2,0,3.82,5.23,6.77,5.94
喊,han3,v,153,7,269,148,4,12,10,1,1,-1,3.53,5.97,6.84,6.63
汉,han4,n,10,45,351,280,2,5,26,3,3,-1,3.49,4.43,6.5,5.12
汗,han4,n,39,45,351,91,2,6,15,2,2,-1,3.25,6.53,6.66,6.67
旱,han4,a,6,45,351,21,2,7,15,5,2,-1,4.26,5.05,6.53,6.33
焊,han4,v,1,45,351,5,3,11,10,19,1,1,5.63,5.87,6.13,4.87
憾,han4,n,1,45,351,32,5,16,4,14,1,-1,5.53,3.38,5.03,4.29
航,hang2,v,3,15,114,121,3,10,26,5,1,-1,4.47,4.7,5.81,5.54
豪,hao2,a,1,18,177,104,4,14,14,9,3,0,4.71,3.78,5.58,4
好,hao3,a,2724,2,3593,2983,2,6,97,1,4,0,2.62,3.55,6.71,6.42
耗,hao4,v,12,29,413,39,2,10,11,8,3,-1,5.36,4.19,5.55,4.71
喝,he1,v,292,8,281,272,5,12,9,2,2,0,3.03,5.98,6.84,6.64
禾,he2,n,1,63,7554,7,1,5,4,1,2,0,3.13,6.31,6.83,5.53
合,he2,v,40,63,7554,981,3,6,96,5,4,0,3.68,4.51,6.03,4.03
河,he2,n,125,63,7554,337,3,8,40,1,2,-1,2.92,6.68,6.87,6.68
核,he2,n,58,63,7554,105,4,10,24,10,3,-1,4.49,5.4,6.27,5.38
荷,he2,v,1,63,7554,69,4,10,18,2,3,-1,4.28,3.78,3.81,4.03
盒,he2,n,18,63,7554,48,4,11,5,3,1,1,3.51,6.3,6.87,6.48
褐,he4,a,3,27,43,10,5,14,13,5,2,0,5.06,4.7,5.42,5.81
鹤,he4,n,28,27,43,30,5,15,4,6,1,0,4.33,6.67,6.35,6.38
壑,he4,n,2,27,43,4,8,17,4,15,1,0,6.44,5.76,4.55,5.75
黑,hei1,a,138,4,464,500,1,12,79,2,3,0,3.05,6.21,7,6.76
痕,hen2,n,4,3,35,52,2,11,9,7,1,0,4.67,4.98,6.13,4.85
狠,hen3,a,23,4,2101,101,2,9,12,5,3,0,4.38,4.66,6.63,5.29
恨,hen4,v,47,1,83,149,2,9,16,7,2,0,4.29,4.33,6.57,5.71
横,heng2,v,11,15,198,101,4,15,36,6,5,-1,3.72,4.86,5.31,5.37
轰,hong1,v,24,17,121,67,3,8,16,6,3,0,4.68,4.55,6.16,5.76
哄,hong1,v,34,17,121,30,3,9,18,3,3,-1,4.23,4.97,6.3,6.29
红,hong2,a,209,52,681,589,2,6,117,1,3,-1,2.5,5.76,6.9,6.32
宏,hong2,a,1,52,681,77,3,7,7,9,1,0,5,3.16,5.16,3.71
虹,hong2,n,2,52,681,42,2,9,6,4,1,-1,4.23,6.22,5.68,6.48
侯,hou2,n,1,16,94,63,4,9,2,13,2,1,5,4.42,4.77,4.19
猴,hou2,n,7,16,94,24,5,12,9,1,1,1,3.44,6.73,6.63,6.96
吼,hou3,v,12,3,41,50,3,7,7,5,1,0,4.58,5.89,6.22,6.29
后,hou4,n,1286,15,3979,2866,3,6,100,1,3,0,2.85,4.97,6.03,5.06
厚,hou4,a,28,15,3979,122,3,9,26,2,4,0,3.53,5.57,6.03,6.14
呼,hu1,v,9,28,933,281,2,8,45,2,3,1,3.95,5.45,6.55,5.91
弧,hu2,n,1,43,492,7,2,8,7,13,2,-1,4.97,4.9,6.25,5.44
壶,hu2,n,47,43,492,23,3,10,5,7,1,0,3.7,6.61,6.63,6.29
湖,hu2,n,75,43,492,201,4,12,13,2,1,1,3.58,6.81,7,6.58
糊,hu2,v,33,43,492,92,4,15,18,6,4,1,4.82,3.93,5.59,4.85
虎,hu3,n,76,12,146,129,2,8,34,2,2,0,3.18,6.95,6.84,6.83
唬,hu3,v,5,12,146,10,3,11,1,10,2,1,5.06,4.19,4.68,4.75
护,hu4,v,15,43,626,335,2,7,29,5,1,1,3.92,4.69,6.7,5.1
花,hua1,v,166,10,918,714,3,7,184,1,4,1,2.59,5.28,5.22,5.45
华,hua2,n,3,19,137,633,3,6,18,2,4,1,3.33,3,5.75,3.71
滑,hua2,v,13,19,137,84,3,12,30,2,3,-1,4,5.55,6.13,6.44
划,hua4,v,52,25,3398,299,2,6,24,5,4,0,3.87,5.63,6.55,6.24
画,hua4,v,117,25,3398,258,3,8,47,1,4,0,3.18,6.13,6.88,6.42
话,hua4,n,668,25,3398,1588,3,8,75,1,2,-1,3,5.4,6.94,5.94
怀,huai2,v,28,13,198,332,2,7,25,2,3,-1,3.92,4.1,5.75,4.18
徊,huai2,v,1,13,198,10,3,9,1,14,0,-1,5.97,3.86,4.52,4.04
槐,huai2,n,2,13,198,10,2,13,4,5,1,-1,4.81,6.03,6.16,5.15
坏,huai4,a,120,5,350,189,2,7,13,2,4,-1,3.28,4.43,6.67,6.11
欢,huan1,a,6,14,313,430,3,6,29,1,2,-1,3.56,3.62,6.34,5.36
环,huan2,n,8,35,3551,274,2,8,27,4,2,-1,3.81,6.17,6.17,6.26
缓,huan3,v,9,5,104,187,5,12,20,5,3,0,4.97,4.05,4.84,3.96
幻,huan4,n,1,35,379,74,2,4,11,9,2,0,4.82,2.65,5.5,4.15
宦,huan4,n,4,35,379,9,2,9,2,17,1,-1,6.17,4.57,5,4.71
唤,huan4,v,13,35,379,68,4,10,11,1,1,1,4.35,5.15,6.5,5.58
换,huan4,v,183,35,379,213,4,10,23,5,2,0,4,5.33,6.77,5.67
患,huan4,v,53,35,379,70,2,11,10,9,3,-1,4.87,4.59,6.34,4.48
荒,huang1,a,7,7,186,93,3,9,28,6,3,0,4.36,4.11,5.52,5.93
慌,huang1,a,14,7,186,79,4,12,15,2,3,1,4.23,4.72,6.65,5.87
皇,huang2,n,2,44,461,276,2,9,18,6,3,0,3.92,4.2,6,4.85
黄,huang2,a,48,44,461,391,3,11,86,1,3,0,2.83,5.44,6.26,6
惶,huang2,a,1,44,461,31,3,12,10,13,1,1,5.75,3.81,5.13,4.57
晃,huang3,v,19,17,31,65,3,10,13,3,3,-1,4.46,5.08,6.39,5.56
谎,huang3,n,1,17,31,34,4,11,6,3,1,1,3.95,4.6,6.56,5.71
灰,hui1,a,13,39,509,95,2,6,53,2,3,0,3.2,4.9,6.47,5.6
挥,hui1,v,26,39,509,247,3,9,11,3,2,-1,4.4,5.56,6.23,6.11
辉,hui1,n,1,39,509,76,4,12,10,6,1,-1,4.63,4.18,5.56,4.32
回,hui2,v,658,18,1719,1772,2,6,66,2,4,0,3.13,4.55,6.61,5.18
悔,hui3,v,2,6,113,65,3,10,13,6,1,-1,4.67,4.33,6.32,5.32
汇,hui4,n,25,86,4083,100,2,5,14,5,3,0,4.69,3.33,5.31,3.71
会,hui4,v,1565,86,4083,4031,3,6,116,1,5,0,2.97,3.41,5.74,4.29
绘,hui4,v,3,86,4083,38,4,9,12,3,1,1,4.08,5.8,6.74,6.09
贿,hui4,n,1,86,4083,16,3,10,3,18,2,-1,5.82,4.03,5,4.67
惠,hui4,a,2,86,4083,73,2,12,5,15,1,0,5.46,3.74,5.78,3.81
毁,hui3,v,25,86,113,81,4,13,14,6,3,0,4.83,4.84,6.17,5.96
昏,hun1,v,10,14,158,92,2,8,19,9,3,0,4.13,4.68,5.38,5.06
荤,hun1,a,2,14,158,3,3,9,2,17,2,-1,5.72,4.76,5.45,5.61
婚,hun1,n,33,14,158,256,3,11,16,15,1,1,4.36,5.2,6.65,5.38
浑,hun2,a,5,9,242,58,3,9,9,4,3,-1,4.56,4.25,5.66,5.12
魂,hun2,n,13,9,242,103,3,13,11,8,1,-1,4.9,4.03,6.31,4.81
混,hun4,v,25,11,1,126,4,11,26,8,3,-1,4.28,4.05,6.13,5
豁,huo1,v,5,8,34,12,6,17,10,13,3,-1,5.53,3.78,4.94,3.61
活,huo2,v,184,4,1091,919,3,9,69,2,3,-1,3.3,4.26,6.34,4.94
火,huo3,n,174,7,996,510,1,4,127,2,4,0,2.5,6.87,6.93,6.82
货,huo4,n,83,44,1015,177,3,8,30,6,3,-1,4.26,5.88,6.77,5.94
获,huo4,v,58,44,1015,240,3,10,18,4,2,-1,4.36,4.22,6.4,4.93
祸,huo4,n,13,44,1015,50,3,11,14,4,2,-1,4.49,4.35,6.53,5.56
惑,huo4,a,1,44,1015,78,4,12,7,3,2,1,5.19,3.43,5,4.68
击,ji1,v,28,96,4459,346,2,5,51,6,3,0,3.94,5.19,6.19,5.89
饥,ji1,a,5,96,4459,25,2,5,12,7,2,1,4.44,5.3,6.48,6.3
肌,ji1,n,1,96,4459,35,2,6,9,5,1,1,4.46,6.39,6.06,5.35
鸡,ji1,n,82,96,4459,99,3,7,21,1,1,-1,2.67,6.9,6.81,6.63
迹,ji4,n,8,96,3845,126,3,9,28,3,1,-1,4.72,4.88,6.13,4.76
姬,ji1,n,1,96,4459,31,2,10,2,19,2,0,6.46,3.83,4,4.36
积,ji1,v,12,96,4459,237,3,10,35,3,2,-1,4.33,3.81,5.29,4.46
基,ji1,n,2,96,4459,542,3,11,46,5,3,0,4.15,3.92,5.9,4.24
绩,ji1,n,2,96,4459,82,3,11,7,5,2,-1,4.33,3.78,5.39,4.61
稽,ji1,n,1,96,4459,18,5,15,2,13,3,0,5.97,2.75,4.03,3.06
激,ji1,v,4,96,4459,260,4,16,33,3,2,0,4.67,3.43,5.69,4.18
羁,ji1,v,1,96,4459,6,4,17,1,22,2,0,6.31,3.18,4.5,3.44
吉,ji2,a,4,77,3451,188,2,6,10,11,1,0,3.85,3.54,6.32,3.81
即,ji2,v,106,77,3451,562,2,7,23,6,3,0,4.53,1.9,4.22,2.82
急,ji2,a,142,77,3451,381,3,9,58,1,3,0,3.51,4.86,6.37,5.96
疾,ji2,n,9,77,3451,91,3,10,22,5,3,-1,4.83,4.7,5.26,4.25
集,ji2,v,23,77,3451,456,3,12,46,5,3,0,4.25,4.03,6.3,4.71
嫉,ji2,v,1,77,3451,18,4,13,2,8,1,1,5.55,4.1,6.48,4.39
辑,ji2,v,1,77,3451,53,3,13,5,14,2,0,5.43,3.7,4.61,3.79
籍,ji2,n,22,77,3451,50,4,20,13,6,2,0,5.36,3.7,5.44,4.29
挤,ji3,v,79,20,3132,69,3,9,12,3,3,-1,3.67,5.43,6.13,6.52
脊,ji3,n,1,20,3132,20,3,10,13,11,2,0,5.2,6.08,5.94,5.42
计,ji4,v,34,107,3845,606,2,4,41,2,3,-1,3.92,4.3,6.59,4.71
记,ji4,v,188,107,3845,809,2,5,36,2,3,1,3.49,5.05,6.75,5.85
纪,ji4,n,4,107,3845,326,2,6,19,3,3,1,4.4,3.16,4.9,3.39
忌,ji4,n,1,107,3845,57,2,7,7,10,3,1,5.33,3.82,4.84,3.39
技,ji4,n,5,107,3845,440,3,7,14,3,1,-1,4.44,4.05,6.52,4.55
济,ji4,n,1,107,3845,668,3,9,12,5,3,-1,4.89,2.8,4.23,2.71
寄,ji4,v,43,107,3845,64,4,11,13,6,3,-1,4.53,5.48,6.5,5.56
祭,ji4,v,9,107,3845,29,3,11,8,12,2,0,5.31,4.73,5.29,5.14
加,jia1,v,137,37,4206,1120,2,5,46,1,3,0,2.83,4.86,6.45,5.71
夹,jia1,v,48,37,4206,59,2,6,22,6,4,0,3.17,5.49,6.33,6.39
佳,jia1,a,19,37,4206,103,3,8,7,8,1,0,4.4,3.42,5.77,4.36
家,jia1,n,1195,37,4206,2896,2,10,110,1,4,0,2.65,5.56,7,6.8
嘉,jia1,n,1,37,4206,64,5,14,1,11,2,1,5.42,3.38,4.32,3.07
颊,jia2,n,2,23,1,42,4,12,2,2,1,1,5.15,6.62,5.84,5.58
价,jia4,n,90,10,627,378,3,6,42,6,3,-1,3.91,4.86,6.42,5
驾,jia4,n,13,10,627,67,4,8,13,5,3,1,4.5,4.64,5.03,4.35
架,jia4,n,25,10,627,159,3,9,32,2,3,1,4.05,5.84,6.16,5.1
假,jia4,a,68,10,627,258,4,11,33,2,3,0,3.69,4.38,6.39,5.54
嫁,jia4,v,64,10,627,78,3,13,5,7,2,1,4.72,5.05,6.13,5.96
奸,jian1,v,3,81,2260,45,2,6,11,13,3,-1,5.56,4.3,5.41,5.18
尖,jian1,n,5,81,2260,112,2,6,22,1,3,0,3.24,5.58,5.75,5.94
坚,jian1,a,8,81,2260,273,3,7,20,4,1,0,4.08,4.45,6.25,5.47
歼,jian1,v,1,81,2260,14,2,7,9,11,1,-1,5.53,4.51,5.58,5
间,jian1,n,182,81,2260,1370,2,7,62,2,4,0,3.67,4.27,4.9,3.75
肩,jian1,n,33,81,2260,136,2,8,11,2,2,0,3.53,6.75,6.43,6.67
兼,jian1,v,33,81,2260,74,2,10,6,7,2,0,5.26,3.05,4.75,3.29
监,jian1,n,1,81,2260,169,3,10,22,2,3,0,4.83,4.74,5.03,4.13
煎,jian1,v,15,81,2260,11,4,13,2,15,2,-1,4.56,5.76,6.23,6.04
拣,jian3,v,16,62,811,11,2,8,2,5,2,0,4.09,5.94,6,6.14
俭,jian3,a,1,62,811,12,5,9,3,2,1,0,4.55,4.08,6.59,4.68
捡,jian3,v,24,62,811,20,5,10,3,3,1,0,3.73,6.08,6.66,6.06
减,jian3,v,36,62,811,123,4,11,21,6,2,-1,3.44,4.84,6.7,5.21
剪,jian3,v,13,62,811,36,4,11,9,5,3,-1,3.78,5.73,6.67,6.5
检,jian3,v,5,62,811,173,5,11,18,5,1,0,4.58,4.82,6.56,4.16
简,jian3,a,2,62,811,237,3,13,29,3,3,1,3.97,4,6.61,4.59
碱,jian3,n,3,62,811,7,4,14,11,15,3,-1,5.74,6.05,6.1,5.5
见,jian4,v,779,80,4329,1737,1,4,88,1,5,0,2.68,5.89,6.97,5.94
建,jian4,v,283,80,4329,945,2,8,27,4,1,0,4.22,4.61,6.17,4.82
剑,jian4,n,16,80,4329,316,5,9,11,4,1,0,4.05,6.73,6.81,6.76
荐,jian4,v,4,80,4329,22,4,9,3,11,2,-1,5.7,4.33,6.03,4.13
贱,jian4,a,8,80,4329,22,2,9,6,12,3,0,5.31,3.68,6.22,6
健,jian4,v,3,80,4329,170,3,10,19,4,2,1,4.55,3.82,4.72,3.97
舰,jian4,n,7,80,4329,70,2,10,11,5,1,1,5.18,6.5,5.77,5.42
溅,jian4,v,7,80,4329,13,3,12,4,5,2,1,5.03,5.59,6.34,5.77
践,jian4,v,1,80,4329,53,3,12,3,13,2,0,5.51,3.81,4.9,3.89
鉴,jian4,v,3,80,4329,50,3,13,9,13,3,-1,5.14,4.03,5.77,4.57
键,jian4,n,9,80,4329,58,3,13,3,2,3,1,4.89,5.97,5.52,5.43
箭,jian4,n,8,80,4329,63,4,15,13,5,1,-1,4.22,6.86,5.97,6.59
江,jiang1,n,72,27,977,533,2,6,8,1,2,-1,3.08,6.55,6.81,6.43
姜,jiang1,n,9,27,977,33,2,9,2,18,1,0,4.08,5.4,5.97,5.38
浆,jiang1,n,2,27,977,16,3,10,20,7,3,1,4.78,5.87,6,5.1
僵,jiang1,v,7,27,977,35,6,15,5,4,2,0,5.33,4.18,4.59,4.59
缰,jiang1,n,3,27,977,6,6,16,3,20,1,0,5.56,5.83,5.13,5.57
讲,jiang3,v,448,15,641,372,2,6,34,2,3,-1,3.23,5.97,6.9,6.5
奖,jiang3,n,95,15,641,148,3,9,13,5,3,1,3.44,5.3,6.42,6.19
降,jiang4,v,53,24,283,158,3,8,23,3,3,0,4.11,5.03,6,5.82
酱,jiang4,n,11,24,283,12,3,13,8,3,3,-1,4.47,6.06,5.27,6.48
交,jiao1,v,153,42,713,685,3,6,85,3,4,0,3.55,4,6.31,4.45
郊,jiao1,n,3,42,713,34,4,8,10,4,1,1,4.88,5.08,6.2,5.29
娇,jiao1,n,2,42,713,75,4,9,12,7,2,-1,4.68,3.46,5.22,4.06
浇,jiao1,v,27,42,713,13,3,9,6,2,3,-1,3.86,5.57,6.16,6.25
骄,jiao1,a,1,42,713,35,5,9,7,4,2,-1,4.28,3.6,6.13,5.03
胶,jiao1,n,3,42,713,29,4,10,19,5,3,1,4.47,5.86,5.29,5.36
焦,jiao1,v,5,42,713,72,3,12,18,5,3,0,4.95,4.26,4.63,3.97
跤,jiao1,n,4,42,713,6,5,13,2,4,1,1,4.65,5.03,5.31,4.32
礁,jiao1,n,35,42,713,7,4,17,8,6,1,1,5.8,5.81,5.13,6
角,jiao3,n,81,54,802,262,3,7,57,2,5,0,3.33,5.7,6.3,6.41
狡,jiao3,a,1,54,802,18,4,9,2,4,1,1,5.03,3.76,4.9,4.86
绞,jiao3,v,3,54,802,15,4,9,10,11,3,1,5.43,4.69,5.41,4.45
脚,jiao3,n,148,54,802,310,4,11,64,2,3,-1,2.83,6.64,6.73,7
搅,jiao3,v,11,54,802,18,4,12,9,6,2,-1,4.59,5.45,6.68,6.39
缴,jiao3,v,10,54,802,27,4,16,7,13,3,0,5.47,4.7,6.19,5.15
叫,jiao4,v,849,32,2648,785,2,5,36,1,4,0,3.05,5.74,6.78,6.42
轿,jiao4,n,13,32,2648,44,4,10,6,6,1,-1,4.59,5.43,5.97,4.97
教,jiao4,v,81,32,2648,847,3,11,55,2,3,-1,3.75,4.5,6.63,5.86
窖,jiao4,n,1,32,2648,8,4,12,3,8,2,-1,5.31,5.92,4.77,5.82
阶,jie1,n,1,26,2101,151,3,6,141,6,1,1,4.45,4.67,6.16,5.1
接,jie1,v,266,26,2101,849,3,11,45,2,4,-1,3.86,4.32,6.5,5.82
秸,jie1,n,1,26,2101,3,3,11,6,17,1,-1,5.13,6.71,4.91,5.1
揭,jie1,v,20,26,2101,48,5,12,11,5,3,0,5.03,5.08,6.38,6.17
街,jie1,n,120,26,2101,205,5,12,15,3,1,0,3.6,6.79,6.75,5.97
节,jie2,n,35,69,1448,348,2,5,56,2,5,0,3.49,4.15,5.87,4.53
劫,jie2,v,4,69,1448,48,3,7,8,11,3,-1,5.18,5.05,6.31,5.61
杰,jie2,n,3,69,1448,164,2,8,3,8,2,0,4.5,3.55,5.31,3.87
洁,jie2,a,3,69,1448,81,3,9,13,3,1,-1,4.03,5,6.61,5.61
结,jie2,v,67,69,1448,767,3,9,72,2,4,-1,3.69,4.31,5.45,5.21
竭,jie2,v,1,69,1448,33,5,14,6,8,1,0,5.7,3.44,4.56,3.26
姐,jie3,n,83,8,1339,374,2,8,13,2,2,-1,2.53,6.49,6.84,6.89
解,jie3,v,46,8,1339,858,5,13,60,3,5,0,4.28,4.43,6.28,5.24
戒,jie4,v,10,33,1123,62,2,7,10,4,3,0,4.85,4.21,6.06,4.35
借,jie4,v,105,33,1123,147,3,10,19,2,3,-1,3.72,5.46,6.7,6.25
巾,jin1,n,1,26,1421,41,1,3,11,3,1,0,2.9,6.08,6.71,6
今,jin1,n,36,26,1421,894,3,4,28,2,1,0,2.83,4.62,6.52,4.1
金,jin1,a,168,26,1421,946,1,8,67,2,3,0,3.11,4.92,5.58,5.36
筋,jin1,n,5,26,1421,37,3,12,17,3,3,0,4.49,6.03,6.19,5.42
紧,jin3,a,74,22,803,499,3,10,17,2,4,0,3.67,5.2,6.44,6.06
锦,jin3,n,3,22,803,66,3,13,13,6,2,1,5.38,4.53,5.16,4.15
尽,jin4,v,113,49,3143,437,2,6,52,3,4,0,4.25,3.51,5.06,3.48
劲,jin4,n,35,49,3143,124,3,7,30,2,2,0,3.89,3.84,5.39,4.86
近,jin4,a,276,49,3143,615,2,7,40,2,3,1,3.03,4.67,6.81,5.65
进,jin4,v,665,49,3143,1886,2,7,65,1,3,-1,3.38,4.9,6.77,5.65
浸,jin4,v,10,49,3143,24,4,10,10,5,1,0,4.87,5.28,6.38,5.68
禁,jin4,v,9,49,3143,195,3,13,25,6,4,-1,4.56,3.9,6.1,4.71
京,jing1,n,2,39,3246,601,3,8,3,2,3,0,3.5,4.22,5.84,4.86
惊,jing1,v,29,39,3246,427,4,11,55,2,2,1,4.03,4.78,5.55,5.79
晶,jing1,n,3,39,3246,50,3,12,20,6,1,0,4.23,3.68,5.66,5.03
睛,jing1,n,1,39,3246,255,3,13,6,2,1,-1,3.69,5.41,5.55,5.89
精,jing1,a,28,39,3246,496,3,14,60,3,4,-1,4.43,3.44,6.16,4.48
井,jing3,n,38,25,451,78,1,4,28,2,3,0,2.83,6.62,6.37,6.7
颈,jing3,n,8,25,451,34,4,11,4,5,1,0,4.38,6.68,6.58,5.97
景,jing3,n,15,25,451,239,4,12,31,3,3,1,3.95,4.45,6.77,5.62
警,jing3,n,8,25,451,283,5,19,23,2,3,1,4.23,4.41,6.03,5.09
径,jing4,n,6,43,1174,75,3,8,21,7,3,1,5.21,5.35,6.06,5.03
竞,jing4,v,3,43,1174,123,3,10,6,9,1,0,4.83,4.05,5.35,4.39
敬,jing4,v,28,43,1174,134,4,12,22,2,3,0,4.2,3.85,6.29,4.65
境,jing4,n,17,43,1174,280,4,14,26,4,2,1,4.73,4.18,6.41,4.03
静,jing4,a,26,43,1174,351,4,14,36,3,2,-1,3.48,4.47,6.84,5.71
镜,jing4,n,15,43,1174,110,4,16,23,2,2,1,4.1,6.82,6.65,6.19
窘,jiong3,a,2,22,24,14,4,12,4,11,2,-1,6.05,4.05,5.81,5.06
纠,jiu1,v,3,21,756,48,2,5,7,7,3,0,4.97,3.51,5.07,4.29
究,jiu1,v,12,21,756,382,3,7,12,2,1,1,4.63,3.41,5.63,3.35
揪,jiu1,v,22,21,756,17,3,12,3,11,1,-1,4.95,5.48,6.28,6.12
久,jiu3,a,79,15,1285,384,1,3,29,4,1,0,3.26,4.1,6.68,4.94
酒,jiu3,n,147,15,1285,357,2,10,28,6,1,-1,3.46,6.82,6.9,6.91
旧,jiu4,a,154,28,6792,178,2,5,24,5,2,0,3.18,5.38,6.91,5.35
咎,jiu4,n,1,28,6792,7,3,8,4,18,3,-1,5.85,3.13,4.75,2.61
救,jiu4,v,113,28,6792,235,2,11,33,1,1,-1,3.65,5.38,6.77,6.27
舅,jiu4,n,7,28,6792,43,3,13,10,2,3,1,3.33,6.63,6.55,6.39
居,ju1,v,33,45,194,322,3,8,38,2,4,0,4.33,4.38,6.27,5.18
拘,ju1,v,3,45,194,27,3,8,9,9,3,1,5.49,4,6,4.59
鞠,ju1,v,1,45,194,12,3,17,3,5,2,0,5.51,4.53,5.58,4.62
局,ju2,n,154,34,359,430,3,7,32,2,4,0,4.17,4.57,5.97,4.86
桔,ju2,n,1,34,359,8,3,10,4,13,3,-1,3.93,6.55,6.38,6.16
菊,ju2,n,1,34,359,30,3,11,3,10,1,0,4.03,6.74,6.13,6.93
举,ju3,v,81,21,373,429,4,9,39,2,3,0,3.77,5.53,6.69,6.48
巨,ju4,a,23,67,1836,162,1,4,21,4,1,0,3.56,4.48,6.31,5.76
拒,ju4,v,8,67,1836,95,2,7,3,12,1,1,4.87,4.82,6.47,5.32
具,ju4,v,30,67,1836,353,2,8,36,5,2,0,3.86,3.58,4.55,2.71
剧,ju4,n,23,67,1836,222,4,10,26,8,2,1,4.4,5.36,6.13,5.5
惧,ju4,v,1,67,1836,64,3,11,10,13,1,1,4.97,4.43,6.23,5.56
锯,ju4,v,8,67,1836,8,4,13,4,5,2,1,5.21,5.43,6.13,5.44
聚,ju4,v,13,67,1836,97,3,14,28,7,1,0,4.6,4.9,6.53,5.83
踞,ju4,v,2,67,1836,5,5,15,3,18,1,1,5.58,4.89,4.61,4.39
捐,juan1,v,23,15,27,39,3,10,8,13,2,0,4.58,5.45,6.47,6.12
绢,juan4,n,2,25,151,21,3,10,3,5,1,0,4.8,5.85,5.91,5.61
撅,jue1,v,6,5,13,3,6,15,1,10,2,1,5.97,5.3,4.77,5
觉,jue2,n,25,94,1147,857,3,9,28,2,3,-1,3.51,3.88,6.33,4.09
倔,jue2,a,8,94,1147,10,4,10,2,8,2,-1,5.15,4.23,5.88,5.13
掘,jue2,v,18,94,1147,24,4,11,5,7,1,-1,5.25,5.86,5.55,5.93
厥,jue2,n,1,94,1147,10,5,12,1,13,2,1,6.09,3.97,2.97,3.54
爵,jue2,n,1,94,1147,100,4,17,2,13,2,0,6.08,4.23,4.91,3.26
蹶,jue2,v,1,94,1147,2,7,19,5,14,1,1,6.15,4.88,4.38,4.29
嚼,jue2,v,9,94,1147,15,5,20,5,8,2,-1,4.79,6,6.28,5.94
攫,jue2,v,1,94,1147,5,6,23,1,10,1,0,6.68,4.4,4.66,4.24
军,1-Jun,n,243,27,1258,1178,2,6,88,2,3,0,3.39,5.8,6.61,5.94
君,1-Jun,n,17,27,1258,184,2,7,9,6,1,0,4.45,4.67,6.45,4.84
菌,1-Jun,n,8,27,1258,17,3,11,12,2,2,0,5.33,5.57,5.84,5.89
俊,4-Jun,a,11,29,152,84,4,9,6,7,2,0,4.55,4.49,6.48,5.16
郡,4-Jun,n,4,29,152,23,3,9,2,13,1,1,5.85,5.41,5.5,4.42
卡,ka3,v,11,6,36,244,2,5,15,5,4,0,3.79,4.97,5.72,4.58
开,kai1,v,876,7,2063,2364,2,4,111,1,5,0,2.36,5.65,6.67,6.4
揩,kai1,v,8,7,2063,5,4,12,3,14,1,-1,5.33,4.51,4.68,5.32
慨,kai3,n,3,20,32,37,3,12,6,10,3,-1,5.77,3.03,4,3.64
楷,kai3,a,1,20,32,5,4,13,3,11,3,-1,5.18,3.15,4.31,3.74
刊,kan1,v,6,8,84,112,2,5,17,14,2,-1,4.95,3.78,5.53,4.47
坎,kan3,n,4,17,48,22,3,7,5,12,3,-1,4.94,5.25,4.81,4.93
砍,kan3,v,32,17,48,34,3,9,3,2,1,-1,4.28,6.13,6.8,6.3
看,kan4,v,2508,9,3477,2721,2,9,62,1,4,0,2.73,6.39,7,6.63
慷,kang1,v,2,14,61,13,4,14,1,10,0,1,5.69,3.03,4.1,3.54
糠,kang1,n,6,14,61,2,4,17,3,11,1,1,5.46,5.78,5.06,5.44
扛,kang2,v,43,2,28,13,2,6,4,2,3,-1,4.33,5.9,6.65,6.26
抗,kang4,v,18,12,458,173,3,7,25,5,2,1,4.58,4.74,6.03,4.55
炕,kang4,n,39,12,458,15,3,8,7,8,2,1,4.75,6.39,5.78,6.33
考,kao3,v,109,7,240,309,2,6,23,4,4,0,3.8,5.08,6.52,5.26
拷,kao3,v,1,7,240,6,3,9,4,10,1,1,5.55,5.15,6.25,4.84
